"lon","lat","spatial_effect"
-108.638655462185,26.2658227848101,-0.952883639039326
-108.142857142857,26.2658227848101,-1.002147166814
-107.647058823529,26.2658227848101,-1.03958304461614
-107.151260504202,26.2658227848101,-1.0635713527091
-106.655462184874,26.2658227848101,-1.07318579203671
-106.159663865546,26.2658227848101,-1.0683380608879
-105.663865546218,26.2658227848101,-1.04979390791671
-105.168067226891,26.2658227848101,-1.01906031944173
-104.672268907563,26.2658227848101,-0.97816473944896
-104.176470588235,26.2658227848101,-0.929362517215214
-103.680672268908,26.2658227848101,-0.87481609079312
-103.18487394958,26.2658227848101,-0.816290593054572
-102.689075630252,26.2658227848101,-0.754910317371557
-102.193277310924,26.2658227848101,-0.691023506309136
-101.697478991597,26.2658227848101,-0.624229471203709
-101.201680672269,26.2658227848101,-0.553622197603762
-100.705882352941,26.2658227848101,-0.478275406398685
-100.210084033613,26.2658227848101,-0.397913528549867
-99.7142857142857,26.2658227848101,-0.313594980960001
-99.218487394958,26.2658227848101,-0.228124940408243
-98.7226890756303,26.2658227848101,-0.145819607429405
-98.2268907563025,26.2658227848101,-0.0712048007113714
-97.7310924369748,26.2658227848101,-0.00868693068860113
-97.2352941176471,26.2658227848101,0.0370750152213678
-96.7394957983193,26.2658227848101,0.0639292988490865
-96.2436974789916,26.2658227848101,0.0739427623053333
-95.7478991596639,26.2658227848101,0.0727333016609593
-95.2521008403361,26.2658227848101,0.067183309265738
-94.7563025210084,26.2658227848101,0.0633471476378104
-94.2605042016807,26.2658227848101,0.065535939367128
-93.7647058823529,26.2658227848101,0.0762140221291937
-93.2689075630252,26.2658227848101,0.0963121553655103
-92.7731092436975,26.2658227848101,0.125639795661573
-92.2773109243697,26.2658227848101,0.163209163939823
-91.781512605042,26.2658227848101,0.207432936270959
-91.2857142857143,26.2658227848101,0.256264969236439
-90.7899159663866,26.2658227848101,0.307380606597854
-90.2941176470588,26.2658227848101,0.358441718697869
-89.7983193277311,26.2658227848101,0.407401700060155
-89.3025210084034,26.2658227848101,0.452739537793687
-88.8067226890756,26.2658227848101,0.493520384740103
-88.3109243697479,26.2658227848101,0.529260830478517
-87.8151260504202,26.2658227848101,0.559674066082701
-87.3193277310924,26.2658227848101,0.584424841697984
-86.8235294117647,26.2658227848101,0.603019726759997
-86.327731092437,26.2658227848101,0.614911007020799
-85.8319327731092,26.2658227848101,0.61982157010763
-85.3361344537815,26.2658227848101,0.618213264579265
-84.8403361344538,26.2658227848101,0.611729490169319
-84.344537815126,26.2658227848101,0.603351982218106
-83.8487394957983,26.2658227848101,0.596926901845807
-83.3529411764706,26.2658227848101,0.59565400152557
-82.8571428571429,26.2658227848101,0.59927395550179
-82.3613445378151,26.2658227848101,0.600774290469422
-81.8655462184874,26.2658227848101,0.585704404385806
-81.3697478991597,26.2658227848101,0.54132494223139
-80.8739495798319,26.2658227848101,0.465016366669491
-80.3781512605042,26.2658227848101,0.362950644034245
-79.8823529411765,26.2658227848101,0.246897270031664
-79.3865546218487,26.2658227848101,0.12789349109085
-78.890756302521,26.2658227848101,0.00957317881193351
-78.3949579831933,26.2658227848101,-0.108858508960316
-77.8991596638655,26.2658227848101,-0.228429666700448
-77.4033613445378,26.2658227848101,-0.349895053689837
-76.9075630252101,26.2658227848101,-0.473707252840516
-76.4117647058823,26.2658227848101,-0.600053752795646
-75.9159663865546,26.2658227848101,-0.728907103098452
-75.4201680672269,26.2658227848101,-0.860074385586788
-74.9243697478992,26.2658227848101,-0.993242351102164
-74.4285714285714,26.2658227848101,-1.12801738558989
-73.9327731092437,26.2658227848101,-1.2639600767414
